id;antecedencia_da_reserva;mes_chegada;dia_chegada;noites_da_estadia;noites_fim_de_semana;hotel_de_praia;regime;adultos;criancas;bebes;ja_cliente;cancelamentos_anteriores;reservas_anteriores_nao_canceladas;alteracoes_da_reserva;total_de_pedidos;tipo_deposito;cancelada
8963;2;January;5;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
8964;123;May;12;4;0;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit;no
8970;469;October;21;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund;yes
8974;154;June;20;4;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund;yes
8975;254;June;27;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit;no
8985;145;June;25;2;2;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
8997;532;December;21;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9010;202;February;28;4;1;no;BB - Bed & Breakfast;0;2;0;no;0;0;0;2;No Deposit;no
9013;171;August;14;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
9019;193;October;22;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9020;29;February;24;4;2;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit;yes
9021;79;August;17;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9022;158;July;4;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9029;138;August;22;4;0;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit;yes
9037;190;August;11;12;4;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit;no
9038;0;April;11;3;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;2;No Deposit;yes
9040;9;November;13;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9041;64;September;3;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9043;6;September;25;4;2;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit;yes
9046;57;March;22;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9048;115;June;27;3;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit;no
9049;134;August;3;11;3;yes;BB - Bed & Breakfast;2;0;1;no;0;0;1;1;No Deposit;no
9052;204;May;26;3;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9054;5;April;14;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9055;173;April;30;7;2;yes;HB - Half Board;2;0;0;no;0;0;1;0;No Deposit;yes
9060;98;October;8;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9067;261;July;3;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9078;3;January;20;4;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9080;8;May;29;6;2;yes;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;no
9084;220;September;14;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit;no
9090;196;July;19;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9095;36;February;8;9;2;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
9096;95;April;8;7;2;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;yes
9101;92;August;16;7;2;yes;HB - Half Board;2;0;0;no;0;0;1;1;No Deposit;no
9103;193;July;25;9;3;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;yes
9105;271;December;6;5;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9106;9;December;26;3;2;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
9108;141;December;28;5;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9111;377;September;17;14;4;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9114;22;January;5;6;1;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
9121;6;November;1;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit;no
9122;271;August;2;5;1;yes;HB - Half Board;2;1;0;no;0;0;4;1;No Deposit;yes
9123;12;December;6;4;2;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
9126;18;November;29;4;1;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
9132;0;September;6;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9141;73;November;19;2;0;yes;HB - Half Board;2;0;0;no;0;0;0;2;No Deposit;no
9146;148;June;2;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9154;48;November;4;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9155;94;April;24;7;2;yes;BB - Bed & Breakfast;3;1;0;no;0;0;0;1;No Deposit;yes
9158;415;July;14;2;0;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;no
9159;49;August;21;4;1;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit;no
9174;9;May;14;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9179;48;October;2;3;1;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;yes
9180;117;May;3;5;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9182;50;March;10;3;0;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit;yes
9191;57;December;4;3;2;yes;HB - Half Board;2;0;0;no;0;0;0;2;No Deposit;no
9194;222;April;12;7;2;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;yes
9196;229;June;3;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;2;1;No Deposit;no
9199;94;June;21;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9201;167;November;2;3;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund;yes
9206;169;April;11;2;0;yes;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund;yes
9207;41;March;28;5;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
9216;204;May;26;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;2;0;No Deposit;no
9219;8;April;11;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9223;19;September;3;2;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;3;No Deposit;no
9224;8;February;22;2;2;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit;yes
9229;12;June;10;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9239;184;May;27;2;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;2;1;No Deposit;no
9244;84;October;18;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
9245;8;December;4;1;0;no;BB - Bed & Breakfast;2;1;0;no;1;0;0;3;No Deposit;yes
9246;194;August;17;3;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit;no
9247;94;March;19;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit;yes
9258;394;March;20;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9261;220;July;13;7;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;2;6;No Deposit;no
9262;49;February;21;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
9269;7;January;23;1;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;no
9276;4;April;29;1;0;no;SC - Self Catering;1;0;0;no;0;0;0;0;No Deposit;no
9278;19;May;27;14;4;yes;BB - Bed & Breakfast;2;0;0;yes;0;1;0;1;No Deposit;no
9279;75;April;24;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9289;49;March;14;6;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
9294;18;March;5;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9297;173;August;18;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9299;24;July;30;5;2;yes;HB - Half Board;3;1;0;no;0;0;0;0;No Deposit;yes
9301;139;February;3;21;6;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
9306;124;November;5;4;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit;yes
9327;158;July;19;3;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9328;20;October;7;3;0;no;BB - Bed & Breakfast;1;0;0;yes;0;0;1;0;No Deposit;no
9329;83;July;20;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
9330;0;April;19;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
9342;293;July;20;2;0;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
9349;20;September;11;1;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;no
9356;193;September;26;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9358;293;July;22;2;0;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
9359;0;July;8;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;3;No Deposit;no
9361;224;May;25;5;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit;no
9363;2;September;27;1;0;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;2;No Deposit;no
9372;184;July;3;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9381;310;May;12;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;3;0;No Deposit;no
9383;2;May;12;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9389;161;July;5;7;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9399;41;August;10;3;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9400;259;July;3;2;0;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;No Deposit;yes
9401;193;August;7;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
9402;5;May;28;2;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
9404;334;July;31;9;4;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit;yes
9407;27;July;12;1;1;no;BB - Bed & Breakfast;1;0;0;yes;1;8;1;0;No Deposit;yes
9413;168;August;9;4;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;3;No Deposit;no
9415;157;July;30;4;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9419;0;July;8;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9423;277;July;19;2;1;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;No Deposit;yes
9426;84;May;17;3;0;no;SC - Self Catering;1;0;0;no;0;0;1;1;No Deposit;no
9427;69;September;30;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9428;186;August;3;8;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;1;No Deposit;no
9434;44;October;19;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
9437;18;October;4;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9438;137;July;20;3;0;no;BB - Bed & Breakfast;2;1;0;no;0;0;1;3;No Deposit;no
9446;24;April;19;2;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;yes
9449;18;October;9;3;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
9450;109;March;19;2;0;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund;yes
9452;55;July;27;3;0;no;BB - Bed & Breakfast;2;2;0;no;0;0;0;1;No Deposit;no
9457;129;July;9;5;2;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit;no
9460;86;September;1;4;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9461;325;July;5;7;2;yes;HB - Half Board;2;2;0;no;0;0;0;1;No Deposit;yes
9469;40;March;3;2;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;2;0;No Deposit;no
9470;4;July;23;2;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
9471;279;June;15;4;0;no;SC - Self Catering;2;0;0;no;0;0;1;2;No Deposit;no
9477;44;October;25;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
9481;42;August;29;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9486;2;September;21;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
9488;176;October;5;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9491;34;May;4;2;0;no;SC - Self Catering;1;0;0;no;0;0;0;1;No Deposit;no
9501;65;February;5;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9504;121;June;19;4;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;yes
9508;20;April;8;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9509;100;July;7;2;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;yes
9518;87;July;6;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
9519;327;June;24;10;3;yes;HB - Half Board;2;0;0;no;0;0;0;2;No Deposit;no
9542;29;October;30;1;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;No Deposit;yes
9543;5;February;13;2;0;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
9546;44;November;8;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;yes
9555;3;February;6;2;2;yes;BB - Bed & Breakfast;1;1;0;no;0;0;0;1;No Deposit;no
9558;132;October;22;2;0;yes;HB - Half Board;3;1;0;no;0;0;0;0;No Deposit;yes
9562;0;August;17;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;no
9567;66;August;16;7;2;yes;HB - Half Board;2;0;0;no;0;0;1;0;No Deposit;yes
9569;115;June;2;3;2;no;SC - Self Catering;1;0;0;no;0;0;3;0;No Deposit;no
9573;172;May;20;5;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;2;No Deposit;no
9576;0;June;21;1;0;no;SC - Self Catering;1;0;0;no;0;0;2;0;No Deposit;no
9579;4;April;11;2;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9583;303;May;10;4;0;yes;HB - Half Board;1;0;0;no;0;0;2;0;No Deposit;no
9585;13;October;26;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9588;98;March;13;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9591;258;July;1;2;0;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
9592;210;August;1;14;4;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9594;59;June;9;3;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;4;2;No Deposit;no
9599;2;August;9;3;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;no
9602;37;January;22;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9606;218;June;19;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9608;22;August;30;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
9611;273;July;9;7;2;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit;no
9612;169;April;30;2;2;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;2;No Deposit;no
9613;14;May;21;1;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
9615;275;August;3;5;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9625;63;April;24;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit;no
9642;18;October;17;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9644;26;March;27;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
9645;42;January;5;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9650;15;October;16;1;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;No Deposit;yes
9652;62;January;26;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9653;62;November;13;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
9654;28;October;16;4;1;yes;BB - Bed & Breakfast;2;1;0;no;0;0;0;1;No Deposit;no
9664;0;January;14;2;0;no;BB - Bed & Breakfast;3;0;0;yes;0;0;0;0;No Deposit;no
9666;0;June;7;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
9669;29;February;9;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9671;303;August;3;9;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;yes
9684;59;April;25;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9688;132;August;7;7;2;yes;HB - Half Board;2;0;0;no;0;0;2;1;No Deposit;no
9693;360;October;13;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;3;No Deposit;no
9695;170;June;7;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9697;338;September;18;4;2;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;No Deposit;yes
9701;13;May;24;3;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
9702;117;June;14;9;3;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9705;32;April;20;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9709;31;November;19;1;0;no;SC - Self Catering;2;0;1;no;0;0;1;1;No Deposit;yes
9718;602;March;1;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9727;284;October;13;7;2;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
9730;2;February;9;2;0;no;BB - Bed & Breakfast;2;0;1;no;0;0;0;1;No Deposit;no
9733;37;July;19;0;0;no;BB - Bed & Breakfast;2;2;0;no;0;0;1;3;No Deposit;no
9737;23;December;8;5;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit;yes
9738;162;March;26;3;1;no;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund;yes
9743;36;March;6;5;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9744;2;December;29;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit;no
9751;73;April;15;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9754;72;October;17;1;0;no;HB - Half Board;2;0;0;no;0;0;0;2;No Deposit;yes
9755;18;January;29;2;1;no;SC - Self Catering;2;0;0;no;0;0;2;1;No Deposit;yes
9758;135;February;26;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
9768;476;October;26;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9772;56;August;25;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9784;76;October;29;2;2;no;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund;yes
9786;159;September;16;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9787;97;July;15;9;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
9790;91;April;5;3;0;no;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit;yes
9794;54;November;5;7;2;yes;HB - Half Board;1;0;0;no;0;0;0;0;No Deposit;no
9795;214;August;27;4;1;no;HB - Half Board;1;0;0;no;0;0;1;0;No Deposit;no
9796;21;September;30;1;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;Non Refund;yes
9799;48;May;14;3;1;no;HB - Half Board;2;0;0;no;0;0;2;0;No Deposit;no
9806;172;April;3;2;1;yes;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund;no
9808;0;July;18;1;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9813;2;June;9;1;0;no;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit;no
9823;63;September;20;1;0;no;HB - Half Board;1;0;0;no;0;1;0;0;No Deposit;no
9824;68;April;1;3;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;no
9828;0;August;23;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9834;84;September;22;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9836;34;May;9;3;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;2;1;No Deposit;no
9839;2;June;10;1;1;no;BB - Bed & Breakfast;1;1;0;no;0;0;1;1;No Deposit;no
9845;10;June;11;3;1;no;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit;yes
9848;12;January;15;1;0;yes;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;yes
9850;333;September;15;2;1;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund;yes
9862;38;March;12;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;no
9866;311;July;7;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
9867;27;April;27;3;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
9870;134;June;21;4;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9871;110;February;22;3;2;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund;yes
9874;308;August;19;2;0;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund;yes
9886;164;July;25;5;1;yes;HB - Half Board;2;1;0;no;0;0;1;1;No Deposit;no
9899;93;September;29;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9904;5;March;24;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit;no
9908;40;March;26;4;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit;yes
9916;0;January;11;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
9917;224;September;30;5;2;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;yes
9918;179;April;29;3;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;Non Refund;yes
9928;52;May;5;7;2;no;SC - Self Catering;2;0;1;no;0;0;0;2;No Deposit;no
9931;177;August;13;8;2;yes;HB - Half Board;2;0;0;no;0;0;1;2;No Deposit;no
9936;0;January;12;1;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9939;255;October;24;5;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9945;28;September;5;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9953;32;October;9;3;0;yes;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit;no
9955;180;September;25;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
9956;2;August;10;1;0;no;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit;no
9961;8;January;18;3;0;no;BB - Bed & Breakfast;1;0;0;yes;0;1;1;2;No Deposit;no
9971;137;July;11;4;2;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
9975;31;January;30;2;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
9982;17;November;3;2;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;Non Refund;yes
9984;126;April;19;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
9987;0;February;8;2;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
9990;2;February;15;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
9994;12;September;6;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
9998;116;May;19;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
10001;51;August;28;3;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
10002;4;November;1;1;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
10008;29;July;28;2;1;no;SC - Self Catering;1;0;0;no;0;0;0;1;No Deposit;no
10009;255;September;25;2;1;no;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund;yes
10012;42;September;15;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
10015;71;March;31;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
10018;17;April;28;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
10019;19;October;31;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
10031;121;March;27;3;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;yes
10032;32;February;17;5;2;yes;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit;no
10036;32;March;3;6;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
10040;35;November;8;3;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
10043;2;March;30;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;3;No Deposit;no
10045;161;June;24;7;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;1;1;No Deposit;no
10053;223;September;14;6;1;yes;FB - Full Board;2;0;0;no;25;0;0;0;Non Refund;yes
10058;306;March;24;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit;yes
10059;17;August;9;4;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit;no
10069;321;August;17;2;0;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;no
10073;3;October;12;2;2;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
10075;0;August;19;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
10076;9;October;24;2;0;no;BB - Bed & Breakfast;1;0;0;yes;2;7;0;0;No Deposit;no
10079;80;August;15;4;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
