id;antecedencia_da_reserva;mes_chegada;dia_chegada;noites_da_estadia;noites_fim_de_semana;hotel_de_praia;regime;adultos;criancas;bebes;ja_cliente;cancelamentos_anteriores;reservas_anteriores_nao_canceladas;alteracoes_da_reserva;total_de_pedidos;tipo_deposito
90521;78;August;16;5;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
90522;54;November;3;2;0;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
90523;35;May;13;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit
90525;15;March;4;2;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
90526;102;July;21;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90531;9;May;15;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
90541;116;October;3;5;2;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;1;No Deposit
90544;83;July;15;6;2;yes;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit
90546;51;March;25;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;3;No Deposit
90549;16;August;14;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90559;169;September;12;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90560;34;November;19;4;2;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;2;No Deposit
90577;13;December;20;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90584;296;June;21;5;1;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit
90585;36;July;12;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90586;283;October;9;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90587;314;April;28;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
90590;88;June;10;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90592;36;November;29;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90593;159;April;13;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90594;469;October;19;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
90598;369;October;9;14;4;yes;HB - Half Board;2;0;0;no;0;0;1;0;No Deposit
90599;9;December;27;5;2;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
90600;50;March;6;3;2;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
90614;170;June;25;3;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90616;45;August;23;3;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
90620;1;December;25;0;0;yes;BB - Bed & Breakfast;2;0;0;yes;0;0;0;1;No Deposit
90622;33;April;15;3;1;yes;BB - Bed & Breakfast;1;0;0;no;0;0;1;2;No Deposit
90632;129;June;16;3;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
90633;462;October;14;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
90636;182;May;4;6;2;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund
90643;29;July;28;5;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90648;74;July;7;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90650;15;March;15;4;1;yes;HB - Half Board;1;0;0;no;0;0;1;0;No Deposit
90658;98;December;31;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
90662;32;March;19;7;2;yes;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit
90666;134;April;16;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
90667;71;April;9;4;2;no;BB - Bed & Breakfast;3;1;0;no;0;0;0;0;No Deposit
90670;35;December;9;2;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;Non Refund
90678;13;January;8;3;0;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
90682;114;May;10;4;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;2;0;No Deposit
90686;5;February;13;11;4;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
90688;80;September;19;4;2;yes;HB - Half Board;2;0;0;no;0;0;2;1;No Deposit
90692;1;July;28;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
90696;62;January;18;3;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit
90698;64;February;27;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
90702;84;February;28;3;2;no;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit
90711;73;September;11;7;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90713;130;June;18;4;2;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
90716;66;August;10;7;2;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
90719;44;August;8;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90724;97;March;11;11;4;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90730;103;May;7;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90734;171;August;2;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90737;87;January;23;1;0;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund
90740;64;July;3;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90743;32;February;15;3;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90750;4;November;8;2;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit
90753;3;May;15;1;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
90759;23;August;15;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
90767;212;April;5;7;2;yes;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit
90771;264;June;24;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90772;4;November;22;2;1;yes;BB - Bed & Breakfast;1;0;0;yes;0;1;0;0;No Deposit
90773;37;November;11;3;0;yes;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit
90776;66;April;18;1;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
90795;73;September;10;2;0;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
90801;427;September;9;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
90806;150;May;28;3;2;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
90811;407;August;28;14;4;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
90813;14;March;14;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90820;187;May;25;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;2;2;No Deposit
90821;2;September;4;0;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90823;106;May;20;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund
90831;112;October;26;10;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit
90840;77;September;22;9;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90844;117;February;27;3;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
90848;195;April;16;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90853;14;November;14;1;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
90858;107;April;26;11;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90859;3;April;21;1;0;yes;BB - Bed & Breakfast;1;0;0;yes;0;6;1;0;No Deposit
90867;11;February;13;3;1;yes;HB - Half Board;2;0;1;no;0;0;1;2;No Deposit
90868;113;April;11;3;0;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit
90869;29;March;9;5;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit
90871;205;May;4;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
90878;15;May;10;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
90882;302;August;13;2;0;no;HB - Half Board;2;0;0;no;1;0;0;0;Non Refund
90886;149;July;7;4;1;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;1;No Deposit
90887;10;February;3;4;2;yes;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit
90890;165;October;3;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
90895;108;March;11;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90896;269;September;15;6;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90897;178;July;2;14;4;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
90901;7;September;24;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;1;0;1;No Deposit
90907;231;September;3;7;2;yes;BB - Bed & Breakfast;3;1;0;no;0;0;0;0;No Deposit
90908;160;February;5;2;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
90911;33;October;3;5;2;no;HB - Half Board;2;0;0;no;0;0;1;0;No Deposit
90912;125;March;15;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;2;1;No Deposit
90913;84;August;4;11;3;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
90914;2;August;16;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90917;102;July;4;7;2;yes;BB - Bed & Breakfast;2;1;0;no;0;0;0;2;No Deposit
90926;30;February;26;2;1;yes;BB - Bed & Breakfast;2;0;0;yes;0;0;0;2;No Deposit
90932;76;August;17;4;0;yes;HB - Half Board;3;1;0;no;0;0;0;0;No Deposit
90948;91;May;17;0;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90958;3;August;10;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
90964;191;October;31;5;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90971;151;March;20;7;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90974;11;October;21;3;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
90987;6;February;1;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90991;97;September;29;4;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
90993;71;October;30;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
90994;177;September;1;4;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit
90996;1;July;24;1;0;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;1;No Deposit
91001;212;May;13;2;1;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
91003;2;March;16;3;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91004;373;December;29;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91009;5;August;21;3;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91012;2;March;1;1;0;no;SC - Self Catering;1;0;0;no;0;0;0;1;No Deposit
91013;100;April;28;8;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91015;28;June;28;1;0;no;BB - Bed & Breakfast;1;0;0;yes;1;11;1;0;No Deposit
91029;51;November;14;4;0;no;SC - Self Catering;2;0;0;no;0;0;2;1;No Deposit
91031;340;September;22;2;1;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund
91034;35;April;14;2;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
91039;25;March;27;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit
91040;21;March;23;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91048;43;February;18;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91055;37;October;12;1;0;no;SC - Self Catering;1;0;0;no;0;0;0;0;No Deposit
91057;1;January;7;1;1;no;HB - Half Board;2;0;0;no;0;0;3;1;No Deposit
91058;99;August;1;4;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91062;93;August;19;10;2;yes;BB - Bed & Breakfast;2;2;0;no;0;0;1;1;No Deposit
91066;55;May;23;3;1;yes;HB - Half Board;2;2;0;no;0;0;0;0;No Deposit
91069;135;February;24;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
91073;164;October;21;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91074;29;August;4;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91077;3;September;5;7;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91081;50;March;1;5;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
91083;15;April;13;3;1;yes;HB - Half Board;2;2;0;no;0;0;0;0;No Deposit
91094;40;February;22;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit
91095;47;May;29;3;2;no;BB - Bed & Breakfast;2;2;0;no;0;0;0;2;No Deposit
91096;5;February;5;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91097;6;August;31;4;0;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit
91105;63;June;3;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91107;6;July;21;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91111;139;July;26;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91115;234;September;17;1;0;no;HB - Half Board;2;0;0;no;1;0;0;0;Non Refund
91116;229;August;22;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91120;110;April;18;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91124;121;May;21;4;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91128;136;September;15;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91131;9;February;14;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
91133;51;December;30;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91146;2;April;6;1;0;yes;BB - Bed & Breakfast;1;0;0;yes;0;10;0;1;No Deposit
91148;111;May;4;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91149;112;December;25;4;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;2;No Deposit
91151;2;February;1;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
91153;66;May;1;4;1;yes;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit
91160;276;April;16;2;2;no;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund
91162;275;March;11;3;1;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;2;No Deposit
91164;11;January;23;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91165;93;April;23;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91166;1;April;19;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;3;0;1;No Deposit
91167;1;April;30;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91168;178;July;18;7;2;yes;HB - Half Board;2;1;0;no;0;0;1;2;No Deposit
91174;202;May;15;11;3;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
91176;95;October;7;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91177;292;August;14;10;4;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91194;7;April;14;2;0;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit
91214;9;May;9;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91222;73;February;7;3;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
91224;190;July;22;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
91226;127;March;24;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;2;No Deposit
91229;13;April;22;3;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
91230;7;February;15;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91236;73;September;4;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91240;434;September;16;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91241;124;June;18;4;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;2;No Deposit
91247;3;February;6;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91249;148;August;9;4;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
91251;3;September;24;1;0;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit
91252;282;October;1;3;2;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
91263;92;June;16;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;2;2;No Deposit
91264;84;July;21;4;2;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit
91268;22;December;5;7;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91269;170;April;21;1;0;no;SC - Self Catering;2;1;0;no;0;0;0;1;No Deposit
91277;99;November;24;4;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit
91281;8;September;19;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91289;1;February;3;3;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
91290;164;September;11;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;2;No Deposit
91299;309;April;27;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91302;26;December;9;2;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;Non Refund
91304;30;July;10;3;2;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
91305;159;May;25;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund
91315;27;November;18;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
91316;159;August;26;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91319;12;October;20;4;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
91328;1;March;6;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91338;50;March;30;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91340;150;February;1;22;6;yes;HB - Half Board;2;0;0;no;0;0;2;1;No Deposit
91343;14;May;29;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit
91345;198;August;3;3;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
91350;163;July;15;2;1;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;2;No Deposit
91352;466;July;25;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91363;1;January;24;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91364;263;August;31;10;2;yes;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit
91367;275;April;6;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91370;141;April;15;3;2;no;BB - Bed & Breakfast;3;0;0;no;0;0;2;2;No Deposit
91376;214;June;6;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91382;18;May;20;4;2;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
91386;80;April;27;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91398;1;September;6;2;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91401;18;January;1;3;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit
91403;167;November;2;3;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund
91405;93;July;5;6;2;yes;BB - Bed & Breakfast;1;2;0;no;0;0;0;2;No Deposit
91408;93;April;13;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91419;6;May;3;1;0;no;BB - Bed & Breakfast;2;0;0;yes;0;1;0;1;No Deposit
91431;5;February;14;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
91434;32;April;22;6;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit
91443;33;November;19;2;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;No Deposit
91445;42;January;25;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91446;245;October;29;3;2;no;SC - Self Catering;2;0;0;no;0;0;2;1;No Deposit
91452;1;October;28;2;0;no;BB - Bed & Breakfast;1;0;0;yes;0;1;1;0;No Deposit
91456;104;May;3;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91470;290;March;3;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91487;76;January;6;2;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit
91488;322;September;2;2;0;no;BB - Bed & Breakfast;2;0;0;yes;1;0;0;0;No Deposit
91490;91;May;22;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91495;4;March;10;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
91497;199;August;24;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91499;49;September;5;2;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;1;No Deposit
91500;1;April;22;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91502;278;October;7;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
91521;126;July;10;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91523;21;March;9;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91534;42;June;3;2;0;yes;HB - Half Board;2;1;0;no;0;0;0;0;No Deposit
91540;16;May;18;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91545;12;August;23;7;2;yes;BB - Bed & Breakfast;3;1;0;no;0;0;0;0;No Deposit
91546;49;July;10;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
91548;185;August;9;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit
91550;170;August;31;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91553;76;August;19;3;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91555;1;April;30;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91558;180;June;1;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91563;129;September;26;5;0;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;1;No Deposit
91565;40;November;9;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
91567;157;August;12;3;1;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;2;No Deposit
91572;20;June;1;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91581;121;April;4;3;1;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit
91582;5;August;28;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
91584;174;June;10;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91587;52;October;2;5;2;yes;BB - Bed & Breakfast;1;1;0;no;0;0;0;0;No Deposit
91591;195;August;1;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
91597;6;May;2;1;0;yes;BB - Bed & Breakfast;1;0;0;yes;0;1;0;0;No Deposit
91600;194;June;19;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91605;205;August;17;7;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91606;142;September;21;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91609;24;January;28;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91620;29;April;30;4;2;no;SC - Self Catering;2;0;0;no;0;0;0;3;No Deposit
91624;181;May;3;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91638;55;March;17;3;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
91639;44;March;5;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91641;263;July;24;5;1;yes;BB - Bed & Breakfast;2;1;0;no;0;0;0;1;No Deposit
91642;159;May;25;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund
91644;385;July;21;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91649;131;March;26;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91652;136;June;13;6;2;no;HB - Half Board;3;0;0;no;0;0;0;3;No Deposit
91653;88;April;16;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91655;83;September;30;10;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91656;294;August;17;3;0;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;2;No Deposit
91657;3;May;18;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91659;236;September;19;12;4;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
91661;1;February;21;2;1;yes;BB - Bed & Breakfast;1;0;0;no;0;6;0;0;No Deposit
91663;78;April;9;4;2;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit
91664;93;March;14;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91671;321;June;14;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
91677;2;September;19;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
91689;53;February;20;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
91703;92;April;2;5;2;no;HB - Half Board;2;0;0;no;0;0;2;0;No Deposit
91709;2;October;29;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit
91712;149;June;9;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
91714;6;July;8;1;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit
